year,month,day,max_temp_C,min_temp_C,avg_temp_c,humidity,precipprob,windgust,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,precipitation,rain
2018,6,21,28.94,20.94,24.44,77.7,100,16.8,10.3,1010.8,61.7,4.3,261.7,8,2.0,1
2018,6,22,29.94,19.94,24.5,79.7,100,18.6,10.3,1010.1,61.6,4.2,260.2,9,18.7198,1
2018,6,23,28.94,20.94,23.89,86.0,100,12.5,8.1,1009.5,83.3,3.6,178.4,8,1.8,1
2018,6,24,27.94,20.94,24.22,82.5,0,17.2,8.1,1008.0,65.8,3.8,149.2,6,2.8,1
2018,6,25,27.94,20.94,24.17,83.2,100,19.0,9.2,1006.2,88.0,4.1,102.1,4,5.6,1
2018,6,26,28.94,18.94,23.06,87.2,100,11.9,11.4,1007.5,86.4,3.7,119.0,4,23.1,1
2018,6,27,28.94,20.94,24.39,83.5,100,18.6,12.8,1009.7,86.4,4.2,125.0,5,2.5,1
2018,6,28,27.94,20.94,24.22,79.7,0,23.3,13.9,1011.8,70.6,5.5,111.0,4,0.0,0
2018,6,29,25.94,20.94,23.56,82.0,0,17.2,8.1,1011.3,88.0,4.3,153.6,6,0.0,0
2018,6,30,25.94,19.94,22.89,86.9,100,15.7,10.3,1010.3,88.0,4.4,142.9,7,3.8,1
2018,7,1,23.94,20.94,22.44,91.9,100,15.0,5.8,1009.0,88.5,3.9,91.1,4,4.8,1
2018,7,2,23.94,19.94,21.22,96.8,100,25.1,5.8,1007.5,94.0,3.7,16.9,1,0.0,0
2018,7,3,26.94,19.94,22.33,90.6,100,20.8,6.9,1005.3,81.6,4.2,112.4,4,2.9972,1
2018,7,4,26.94,19.94,23.56,86.3,100,18.3,12.8,1005.5,78.0,4.6,157.4,6,3.9878,1
2018,7,5,27.94,21.06,23.28,84.3,100,17.0,6.9,1006.8,87.6,4.3,164.7,6,25.6032,1
2018,7,6,28.94,20.94,24.83,81.9,0,15.0,11.4,1007.5,73.6,4.6,190.6,7,5.4102,1
2018,7,7,29.94,21.72,25.28,79.8,100,12.3,12.8,1007.6,65.3,4.8,137.7,5,0.0,0
2018,7,8,25.94,21.94,23.56,89.2,0,13.0,10.3,1008.2,88.5,3.8,105.8,4,0.0,0
2018,7,9,26.94,20.94,23.33,89.8,100,12.5,6.9,1008.7,91.0,3.9,117.3,4,18.8,1
2018,7,10,25.94,20.94,23.0,91.1,0,13.0,8.1,1009.1,92.0,4.0,97.0,3,16.6878,1
2018,7,11,27.94,20.22,22.83,92.8,100,13.4,12.8,1007.7,91.5,4.0,128.9,5,16.9926,1
2018,7,12,26.94,19.94,22.89,90.4,0,17.7,9.2,1007.7,92.5,4.1,171.1,6,2.3114,1
2018,7,13,28.94,20.94,24.22,83.6,0,17.4,10.3,1007.7,81.7,4.5,153.7,7,0.4064,1
2018,7,14,28.94,20.44,23.33,88.2,100,14.3,9.2,1007.3,85.3,4.5,190.6,8,0.0,0
2018,7,15,28.94,20.94,24.06,84.8,0,13.0,12.8,1007.6,80.1,4.3,130.0,6,2.0066,1
2018,7,16,28.94,20.94,24.06,86.3,100,16.6,6.9,1007.7,84.2,4.4,152.6,8,13.9954,1
2018,7,17,27.94,22.94,24.72,85.8,0,16.8,13.9,1007.8,88.0,4.9,171.4,6,10.0076,1
2018,7,18,28.94,21.94,24.06,87.6,0,14.1,10.3,1008.8,86.4,4.6,113.8,5,13.0048,1
2018,7,19,30.94,21.94,24.78,83.2,0,13.9,11.4,1008.7,78.5,4.9,215.2,7,2.2097999999999995,1
2018,7,20,30.94,21.94,24.89,83.8,0,17.2,8.1,1008.0,81.7,4.4,232.1,9,5.1054,1
2018,7,21,26.94,20.94,23.72,87.3,100,14.5,11.4,1008.6,88.5,4.4,117.6,5,11.5062,1
2018,7,22,28.94,20.33,23.94,87.7,100,13.6,10.3,1007.6,86.9,4.2,122.8,5,2.8956,1
2018,7,23,28.94,20.94,24.17,84.9,100,19.0,11.4,1007.5,88.5,4.9,135.6,6,2.1082,1
2018,7,24,28.94,20.94,23.56,89.5,0,16.3,15.0,1008.3,88.0,4.2,164.0,5,9.6012,1
2018,7,25,27.94,20.94,23.11,90.4,100,19.2,10.3,1008.5,88.2,4.3,104.4,5,24.3078,1
2018,7,26,26.94,20.56,23.33,88.6,100,19.9,11.4,1008.5,86.3,4.2,124.1,4,8.001,1
2018,7,27,27.94,20.94,23.17,90.2,100,14.3,12.8,1008.0,88.2,4.1,122.0,4,5.4102,1
2018,7,28,27.94,20.94,23.22,89.7,0,15.7,9.2,1008.4,84.8,4.4,151.2,5,0.2032,1
2018,7,29,27.94,20.94,23.11,90.2,100,14.5,11.4,1007.2,88.5,4.4,108.4,4,0.0,0
2018,7,30,25.94,20.94,22.83,89.8,0,23.9,9.2,1007.1,84.8,4.4,77.7,3,81.00059999999999,1
2018,7,31,26.94,20.94,22.72,90.4,0,17.2,9.2,1006.7,88.0,4.2,93.9,4,13.9954,1
2018,8,1,25.94,20.06,22.11,94.0,100,16.6,8.1,1006.5,92.0,3.7,115.8,5,1.0,1
2018,8,2,26.94,20.94,22.61,91.5,100,19.0,11.4,1008.4,88.5,4.0,176.4,7,2.0066,1
2018,8,3,24.94,20.56,22.22,94.9,100,13.0,6.9,1008.5,88.5,3.9,135.8,6,5.1,1
2018,8,4,24.94,20.94,22.22,95.2,100,12.5,8.1,1008.8,88.0,3.9,131.9,5,7.9,1
2018,8,5,25.94,20.94,22.89,92.1,100,17.0,12.8,1009.5,88.0,4.0,74.2,3,27.2,1
2018,8,6,26.94,19.94,22.06,93.7,100,15.9,12.8,1009.2,92.0,3.7,145.9,5,50.3,1
2018,8,7,28.94,19.94,23.39,88.4,0,32.2,19.7,1009.3,86.4,4.3,172.8,7,10.4902,1
2018,8,8,28.94,20.94,24.06,84.6,0,38.0,26.4,1010.5,80.1,4.7,207.2,7,7.010400000000001,1
2018,8,9,28.94,20.94,24.39,79.3,100,12.3,12.8,1012.1,76.9,4.6,122.4,5,10.4,1
2018,8,10,26.94,21.94,23.56,87.6,100,13.4,10.3,1010.8,88.0,4.1,139.7,5,8.9,1
2018,8,11,26.94,19.94,22.83,88.6,0,15.2,9.2,1008.3,90.0,4.1,116.6,5,0.0,0
2018,8,12,25.94,20.94,22.56,93.7,0,13.0,6.9,1006.4,91.0,3.7,113.0,4,21.0058,1
2018,8,13,26.94,20.56,22.61,91.3,100,12.3,10.3,1007.4,88.4,4.5,73.3,3,52.8,1
2018,8,14,27.94,20.94,23.94,86.0,100,14.3,9.2,1007.9,86.4,4.5,187.9,7,0.5,1
2018,8,15,28.94,19.78,23.5,87.5,100,15.7,13.4,1011.1,85.2,4.9,172.5,8,40.6,1
2018,8,16,28.94,20.94,23.94,87.9,100,17.4,12.8,1011.1,74.0,4.6,195.8,8,0.6096,1
2018,8,17,29.94,21.94,24.33,85.1,100,13.4,10.3,1009.7,88.0,4.8,183.4,7,5.0038,1
2018,8,18,28.94,20.94,24.56,84.4,0,14.8,10.3,1008.8,82.2,4.7,193.9,8,0.0,0
2018,8,19,28.94,20.94,24.17,84.4,0,15.9,8.1,1009.0,83.3,4.5,205.1,8,1.9812,1
2018,8,20,29.94,20.94,23.94,83.2,0,15.9,11.4,1011.0,80.1,4.6,194.2,8,8.509,1
2018,8,21,29.06,20.94,24.22,87.5,100,16.6,12.8,1010.0,87.9,4.3,179.2,7,0.0,0
2018,8,22,28.06,21.06,23.67,88.9,0,13.0,10.3,1009.7,89.6,4.4,133.5,5,15.798799999999998,1
2018,8,23,28.94,20.94,23.72,88.9,0,15.2,10.3,1009.8,84.8,4.4,126.4,5,13.8176,1
2018,8,24,27.94,20.94,22.94,90.7,100,17.9,11.4,1009.3,88.0,4.2,103.8,5,41.80839999999999,1
2018,8,25,24.94,20.94,22.28,93.8,0,16.6,6.9,1009.0,89.0,3.9,113.7,5,2.3876,1
2018,8,26,27.94,20.94,23.61,85.9,0,15.2,9.2,1008.3,88.0,4.4,131.0,5,0.889,1
2018,8,27,27.94,20.56,23.33,89.9,100,15.4,9.2,1010.0,86.3,4.2,125.1,7,33.0962,1
2018,8,28,25.94,20.94,22.56,94.7,0,15.0,9.2,1012.1,90.5,4.1,78.0,3,5.4102,1
2018,8,29,28.94,20.94,23.11,90.0,0,15.9,10.3,1012.2,88.0,4.3,170.8,7,1.2954,1
2018,8,30,25.94,20.06,22.33,92.1,100,14.5,6.9,1009.2,91.5,4.1,94.6,3,0.1016,1
2018,8,31,27.94,20.94,22.89,91.3,0,23.3,9.2,1011.2,86.4,4.2,78.9,5,0.2032,1
2018,9,1,28.94,19.94,23.78,85.8,0,14.8,15.0,1012.1,74.3,4.4,184.4,7,55.1942,1
2018,9,2,26.94,19.94,22.44,91.1,0,13.4,11.4,1012.1,91.0,4.2,128.8,5,0.0,0
2018,9,3,26.94,20.94,23.28,85.6,0,14.1,10.3,1011.5,88.0,4.3,141.2,6,32.9946,1
2018,9,4,28.94,20.94,24.39,80.0,0,14.8,11.4,1011.8,68.0,4.5,164.7,7,10.9982,1
2018,9,5,28.94,20.94,24.44,83.7,0,13.2,12.8,1010.9,72.2,4.3,179.5,7,0.0,0
2018,9,6,28.94,20.94,23.22,89.5,0,13.4,10.3,1011.5,73.3,4.1,183.0,6,0.0,0
2018,9,7,28.94,19.78,24.06,83.7,100,18.8,12.8,1013.4,63.2,5.1,185.8,7,0.889,1
2018,9,8,28.94,19.94,23.89,81.4,0,14.8,10.3,1014.5,77.2,5.5,192.7,7,8.001,1
2018,9,9,27.94,20.94,24.06,84.0,0,16.6,11.4,1014.8,75.3,4.6,201.6,7,0.0,0
2018,9,10,26.94,20.94,22.39,91.3,0,19.9,6.9,1015.9,89.0,4.1,166.1,7,0.0,0
2018,9,11,23.94,18.94,21.06,89.9,0,19.5,9.2,1015.4,88.0,4.0,146.2,6,0.0,0
2018,9,12,26.94,19.94,22.11,88.7,100,17.9,9.2,1011.6,78.7,4.3,151.6,6,0.5,1
2018,9,13,26.94,19.78,22.5,85.1,100,15.7,10.3,1011.3,83.2,4.4,153.9,7,3.0,1
2018,9,14,26.94,19.94,22.33,85.8,0,17.7,12.8,1013.5,75.3,4.1,154.7,5,0.0,0
2018,9,15,27.94,19.94,23.0,79.4,100,16.3,165.8,1014.7,69.5,4.3,199.4,8,0.0,0
2018,9,16,26.94,19.94,22.78,81.6,100,15.2,10.3,1012.7,83.3,4.3,179.2,7,0.0,0
2018,9,17,28.94,19.94,23.61,79.6,100,15.2,12.8,1009.3,54.3,4.8,236.0,8,0.1016,1
2018,9,18,29.94,19.94,23.67,79.1,100,15.4,11.4,1009.9,36.0,4.7,237.2,8,0.0,0
2018,9,19,28.94,19.94,23.22,82.7,0,14.3,12.8,1014.0,66.4,4.3,231.5,8,10.9982,1
2018,9,20,25.67,17.17,22.06,82.8,100,15.9,9.2,1013.8,69.8,4.2,220.0,8,2.0066,1
2018,9,21,26.94,19.94,22.0,88.3,0,18.1,10.3,1018.5,83.3,4.1,127.2,5,1.1938,1
2018,9,22,24.94,18.94,21.78,87.7,0,17.7,9.2,1021.0,86.4,4.5,103.1,4,6.5024,1
2018,9,23,26.94,18.94,22.5,80.3,0,17.4,10.3,1020.0,53.3,4.8,219.2,8,0.0,0
2018,9,24,27.94,18.94,22.67,79.1,0,20.4,12.8,1017.0,56.4,4.6,201.5,8,0.2032,1
2018,9,25,27.94,18.94,22.89,81.0,0,17.9,9.2,1014.8,60.6,4.1,210.7,7,0.4064,1
2018,9,26,27.94,18.94,22.22,83.0,100,16.1,11.4,1013.6,63.2,4.2,175.6,7,0.0,0
2018,9,27,27.94,19.33,23.06,78.7,100,14.3,13.9,1015.9,76.6,4.4,190.8,7,0.0,0
2018,9,28,26.94,18.94,22.5,78.1,0,14.8,12.8,1016.9,50.7,4.2,171.5,6,0.0,0
2018,9,29,26.94,17.94,22.17,81.0,100,15.0,9.2,1016.7,39.4,4.5,202.8,7,0.0,0
2018,9,30,27.94,18.94,22.89,80.4,0,16.3,11.4,1015.7,59.6,4.2,175.1,6,0.0,0
2018,10,1,27.94,18.94,22.5,77.6,0,16.8,15.0,1016.2,61.2,4.0,192.0,8,16.9926,1
2018,10,2,25.94,16.94,20.94,79.6,100,15.9,10.3,1016.7,38.7,3.8,201.6,8,0.508,1
2018,10,3,24.94,15.94,20.56,79.5,0,14.3,11.4,1017.4,53.8,4.0,144.7,6,7.010400000000001,1
2018,10,4,24.94,16.94,20.11,76.8,0,16.6,13.9,1018.8,59.0,4.0,189.7,7,13.0048,1
2018,10,5,24.94,15.94,19.78,78.5,0,16.1,9.2,1019.3,47.5,3.9,175.2,7,0.0,0
2018,10,6,24.94,15.94,19.33,78.8,0,14.3,10.3,1018.7,40.7,3.9,195.7,8,0.0,0
2018,10,7,24.94,14.94,19.0,76.6,0,16.3,12.8,1018.1,41.7,4.2,190.2,7,12.4968,1
2018,10,8,23.94,13.94,18.44,72.0,0,13.9,9.2,1017.0,31.4,4.4,183.0,6,0.0,0
2018,10,9,24.94,13.94,18.72,76.1,0,14.5,8.1,1017.3,28.3,4.1,202.9,7,0.0,0
2018,10,10,24.94,13.72,19.06,80.7,100,13.0,11.4,1017.9,53.1,3.9,176.1,7,0.0,0
2018,10,11,25.94,15.94,20.11,75.2,0,13.4,10.3,1018.5,69.0,4.2,195.0,7,0.0,0
2018,10,12,23.94,15.94,19.28,79.0,0,16.6,13.9,1019.0,76.9,4.0,176.0,6,0.0,0
2018,10,13,24.94,14.94,19.33,74.4,0,16.1,13.9,1018.2,49.6,4.7,205.8,8,0.0,0
2018,10,14,24.94,14.94,19.06,74.0,0,18.6,10.3,1017.1,28.7,4.7,202.9,7,0.0,0
2018,10,15,24.94,12.94,18.22,76.4,0,16.8,12.8,1018.4,36.0,4.4,189.6,7,0.0,0
2018,10,16,23.94,13.94,18.39,77.9,0,15.4,13.9,1019.1,66.9,3.9,166.1,6,0.3048,1
2018,10,17,23.94,14.94,18.67,75.9,0,18.1,9.2,1017.7,55.3,3.8,168.0,6,0.0,0
2018,10,18,24.94,12.94,18.22,78.3,0,18.3,10.3,1017.3,30.2,3.7,220.2,8,0.0,0
2018,10,19,24.94,12.94,18.0,74.5,0,18.6,11.4,1018.8,30.1,4.1,224.4,8,0.0,0
2018,10,20,23.94,12.94,17.94,76.4,0,17.7,10.3,1020.4,28.1,4.0,227.5,8,0.0,0
2018,10,21,23.94,12.94,18.0,77.3,0,17.2,9.2,1020.7,38.6,4.1,214.5,8,0.0,0
2018,10,22,23.94,12.94,17.39,68.1,0,20.8,16.1,1019.3,32.9,4.4,219.7,8,0.0,0
2018,10,23,23.94,10.94,16.06,67.0,0,18.3,6.9,1019.2,46.0,4.2,207.0,8,0.1016,1
2018,10,24,21.94,9.94,15.72,68.8,0,15.4,11.4,1019.3,29.7,4.4,221.4,8,0.0,0
2018,10,25,22.94,8.94,15.39,73.2,0,15.0,10.3,1021.5,37.3,4.1,200.1,7,0.0,0
2018,10,26,23.94,9.94,15.83,67.6,0,16.3,12.8,1023.2,25.0,4.2,210.7,8,0.0,0
2018,10,27,23.94,8.94,15.89,65.2,0,15.4,10.3,1023.8,26.0,4.8,214.6,8,0.0,0
2018,10,28,23.94,8.94,16.0,66.2,0,15.9,10.3,1023.2,27.6,4.9,208.5,8,0.0,0
2018,10,29,23.94,9.94,16.5,69.6,0,15.7,10.3,1022.0,28.3,4.6,201.0,8,0.0,0
2018,10,30,24.94,10.94,17.22,69.0,0,12.5,10.3,1022.7,26.0,4.3,220.6,8,26.0096,1
2018,10,31,25.94,10.94,17.39,66.5,0,11.0,11.4,1023.0,25.0,4.4,219.3,8,3.9878,1
2018,11,1,24.94,9.94,16.89,69.4,0,14.3,10.3,1022.0,25.0,4.7,214.6,8,0.0,0
2018,11,2,23.94,10.94,16.44,69.4,0,17.0,11.4,1020.8,25.0,4.8,194.6,7,0.9906,1
2018,11,3,22.94,9.94,15.72,69.7,0,15.9,9.2,1020.6,37.0,4.6,200.1,7,0.0,0
2018,11,4,22.94,8.94,15.44,68.1,0,19.5,15.0,1019.5,26.1,4.2,194.7,7,0.0,0
2018,11,5,21.94,8.94,14.89,66.1,0,19.2,11.4,1018.6,25.0,4.0,207.7,8,0.0,0
2018,11,6,21.94,6.94,14.11,68.1,0,17.0,9.2,1018.0,25.0,4.2,204.3,8,0.0,0
2018,11,7,22.94,6.94,14.17,71.5,0,14.8,9.2,1020.5,25.0,4.0,203.0,7,0.0,0
2018,11,8,22.94,7.94,14.5,75.1,0,14.3,9.2,1020.5,26.0,3.6,197.5,7,0.0,0
2018,11,9,20.94,8.94,14.56,77.7,0,14.8,12.8,1018.7,26.0,3.7,157.4,6,0.0,0
2018,11,10,21.94,9.94,14.67,75.1,0,13.9,10.3,1019.9,25.0,4.1,122.6,6,0.0,0
2018,11,11,20.94,8.94,14.06,75.4,0,13.9,11.4,1020.7,28.1,4.1,143.4,6,0.0,0
2018,11,12,21.94,8.94,14.39,75.4,0,15.2,10.3,1018.4,31.2,4.1,140.9,6,0.0,0
2018,11,13,20.94,9.94,14.72,77.2,0,13.9,8.1,1016.7,38.6,3.2,109.8,5,0.0,0
2018,11,14,20.94,8.94,14.44,75.0,0,20.4,11.4,1017.3,30.2,3.3,174.2,6,0.0,0
2018,11,15,21.94,7.94,14.39,69.3,0,17.0,13.9,1018.4,25.0,3.8,180.4,7,0.0,0
2018,11,16,20.94,7.94,13.67,70.1,0,16.8,6.9,1016.7,24.8,3.3,170.9,7,0.0,0
2018,11,17,19.94,6.94,13.0,74.0,0,17.4,10.3,1015.7,24.5,3.3,177.9,7,0.0,0
2018,11,18,19.94,6.94,12.83,79.1,100,15.7,9.2,1018.9,32.4,3.2,144.8,6,0.0,0
2018,11,19,18.94,7.94,12.72,80.7,0,16.8,8.1,1021.4,25.0,2.6,140.9,6,0.0,0
2018,11,20,19.94,6.94,12.56,82.2,0,17.2,9.2,1020.1,32.5,2.0,142.6,6,0.0,0
2018,11,21,18.94,8.94,13.28,82.0,0,16.1,8.1,1021.1,52.3,2.0,160.5,6,0.0,0
2018,11,22,21.94,9.94,14.22,76.4,0,17.4,10.3,1022.0,48.6,2.3,149.4,7,0.0,0
2018,11,23,21.94,6.94,13.72,75.2,0,16.1,11.4,1021.7,25.0,3.1,134.5,6,0.0,0
2018,11,24,27.06,6.94,13.61,77.3,0,15.7,6.9,1020.9,25.3,3.1,161.5,7,0.0,0
2018,11,25,22.94,6.94,13.89,75.9,0,13.9,8.1,1021.9,25.0,3.1,178.3,7,0.0,0
2018,11,26,21.94,6.94,13.61,75.6,0,14.8,9.2,1021.0,25.0,3.4,154.5,6,0.0,0
2018,11,27,20.94,7.94,13.72,78.1,0,14.8,6.9,1023.6,25.0,3.4,179.7,7,0.0,0
2018,11,28,27.06,7.94,14.11,77.0,0,15.2,9.2,1023.3,59.8,3.6,162.6,7,0.0,0
2018,11,29,21.94,9.94,14.39,77.4,0,18.6,9.2,1022.8,45.5,3.5,152.3,7,0.0,0
2018,11,30,21.06,9.94,13.78,80.2,100,15.9,11.4,1021.9,62.6,3.3,85.1,4,0.0,0
2018,12,1,23.17,7.94,12.89,80.5,100,16.6,6.9,1019.4,56.1,3.1,111.7,5,0.0,0
2018,12,2,19.94,8.94,12.83,75.4,100,13.6,9.2,1018.5,58.2,3.0,90.2,4,0.0,0
2018,12,3,18.94,7.94,12.11,78.1,0,14.1,10.3,1019.4,44.0,2.7,105.2,4,0.0,0
2018,12,4,17.94,6.94,11.72,77.8,0,15.4,9.2,1021.3,31.5,2.8,124.8,5,0.0,0
2018,12,5,17.94,6.94,11.67,78.2,0,14.8,8.1,1018.7,66.4,2.7,129.3,5,0.0,0
2018,12,6,18.94,5.94,11.5,77.9,0,15.9,10.3,1017.4,40.5,3.2,132.5,5,0.0,0
2018,12,7,18.94,5.94,11.28,78.4,0,15.7,10.3,1016.8,34.8,3.2,138.1,6,0.0,0
2018,12,8,17.94,5.94,10.89,76.3,0,13.2,8.1,1019.8,40.2,3.0,150.1,6,0.0,0
2018,12,9,18.94,4.94,11.0,74.8,0,14.3,6.9,1018.9,31.6,3.3,154.3,6,0.0,0
2018,12,10,17.94,4.94,10.89,72.7,0,14.1,8.1,1019.5,25.0,4.0,150.4,6,0.0,0
2018,12,11,18.94,4.94,10.61,73.0,0,14.8,10.3,1019.7,25.0,3.8,151.7,6,0.0,0
2018,12,12,19.06,3.94,11.0,68.8,0,14.1,9.2,1021.1,56.6,4.2,148.2,6,0.0,0
2018,12,13,20.33,4.94,11.17,70.4,100,13.6,8.1,1021.5,40.8,4.3,153.3,6,0.0,0
2018,12,14,26.83,5.56,11.61,70.4,100,14.8,3.8,1020.3,18.9,5.2,158.8,6,0.0,0
2018,12,15,19.94,3.94,11.11,64.0,0,16.8,8.1,1023.3,21.6,4.5,177.2,7,0.0,0
2018,12,16,18.94,3.94,10.28,68.0,0,15.0,5.8,1025.4,25.0,4.0,176.4,7,0.0,0
2018,12,17,15.94,2.94,9.56,69.1,0,16.8,6.9,1024.1,69.6,2.8,147.4,6,0.0,0
2018,12,18,14.94,7.94,10.89,68.4,100,15.0,10.3,1020.5,80.6,3.1,63.3,2,0.0,0
2018,12,19,17.94,6.94,11.33,73.2,0,15.7,6.9,1019.9,41.3,2.7,158.4,6,0.0,0
2018,12,20,18.94,3.94,10.06,81.2,0,15.2,9.2,1019.9,25.0,2.1,160.7,7,0.0,0
2018,12,21,16.94,4.94,10.83,75.7,0,15.4,8.1,1018.5,48.4,2.7,134.6,6,0.0,0
2018,12,22,15.94,6.94,11.0,75.9,0,13.4,9.2,1020.5,58.6,2.9,116.0,4,0.0,0
2018,12,23,18.94,3.94,9.89,76.5,0,15.0,5.8,1021.1,25.0,2.9,149.1,6,0.0,0
2018,12,24,18.94,3.94,10.11,74.7,0,16.8,8.1,1019.1,30.8,2.9,168.1,7,0.0,0
2018,12,25,17.94,2.94,9.39,72.4,0,17.2,10.3,1017.4,25.0,3.3,159.9,7,0.0,0
2018,12,26,15.94,2.94,8.56,76.5,0,17.4,9.2,1017.0,35.5,3.5,143.0,6,0.0,0
2018,12,27,14.94,5.06,9.11,76.0,100,17.7,10.3,1016.0,53.7,3.4,152.9,6,0.0,0
2018,12,28,14.94,1.94,8.11,72.4,0,15.0,6.9,1016.2,34.4,3.2,163.4,6,0.0,0
2018,12,29,16.94,1.94,8.61,69.5,0,13.9,8.1,1020.6,25.0,2.9,174.4,7,0.0,0
2018,12,30,17.94,1.94,8.39,69.0,0,13.2,6.9,1023.3,25.0,2.8,176.1,7,0.0,0
2018,12,31,18.94,0.94,8.78,67.3,0,15.2,9.2,1022.8,25.0,2.8,170.2,7,0.0,0
2019,1,1,17.94,1.94,8.72,68.0,0,13.2,6.9,1023.1,25.0,3.0,169.9,7,0.0,0
2019,1,2,17.94,1.94,8.72,67.1,0,16.3,9.2,1022.9,25.0,3.6,159.4,7,0.0,0
2019,1,3,15.94,1.72,8.28,68.2,0,14.3,10.3,1021.8,23.1,3.7,142.4,5,0.0,0
2019,1,4,14.94,1.94,7.78,68.5,0,15.4,11.4,1022.4,25.2,3.3,148.5,6,0.0,0
2019,1,5,15.94,0.94,8.17,71.6,0,14.8,8.1,1023.0,26.0,2.9,150.6,6,0.0,0
2019,1,6,18.94,1.94,9.56,67.7,0,14.8,6.9,1021.6,25.0,2.9,147.3,6,0.0,0
2019,1,7,15.94,6.94,9.89,68.4,100,21.0,10.3,1021.0,25.0,3.4,68.8,3,0.0,0
2019,1,8,17.94,1.94,9.61,64.7,0,14.3,10.3,1018.0,25.0,3.5,184.3,7,0.0,0
2019,1,9,16.94,4.94,10.0,70.2,0,15.7,9.2,1017.6,25.0,3.5,146.9,6,0.0,0
2019,1,10,15.94,3.94,9.39,76.6,0,15.0,9.2,1019.1,25.0,2.6,162.5,7,0.0,0
2019,1,11,15.94,4.94,9.94,78.4,0,12.8,9.2,1020.5,24.9,2.4,118.2,5,0.0,0
2019,1,12,16.94,4.94,9.89,76.2,0,15.0,8.1,1020.8,25.0,2.2,155.5,7,0.0,0
2019,1,13,17.94,2.94,9.83,73.3,0,14.3,10.3,1021.3,25.0,2.5,168.3,6,0.0,0
2019,1,14,16.94,2.94,9.56,70.4,0,18.8,12.8,1018.1,25.0,3.1,179.6,7,0.0,0
2019,1,15,16.94,2.94,9.33,71.5,0,18.3,9.2,1018.8,25.2,3.0,187.2,7,0.0,0
2019,1,16,16.94,2.94,9.72,74.8,0,14.8,8.1,1021.0,25.0,2.7,165.5,7,0.0,0
2019,1,17,17.94,3.94,9.89,74.6,0,13.9,8.1,1019.0,25.2,2.8,150.9,6,0.0,0
2019,1,18,17.94,3.94,10.11,74.5,0,15.0,10.3,1018.6,25.0,2.9,167.7,6,0.0,0
2019,1,19,17.94,3.94,10.22,73.3,100,16.3,9.2,1019.6,25.0,2.8,172.4,7,0.0,0
2019,1,20,18.94,3.94,10.44,72.3,0,16.3,8.1,1020.0,25.0,2.8,185.0,7,0.0,0
2019,1,21,19.94,4.94,11.22,70.1,0,15.2,10.3,1020.1,25.0,2.9,182.6,7,0.0,0
2019,1,22,18.94,5.94,12.06,69.1,0,14.3,11.4,1020.9,25.0,2.7,118.1,5,0.0,0
2019,1,23,11.94,7.94,9.44,91.5,100,16.8,11.4,1022.4,27.7,3.5,118.4,5,0.0,0
2019,1,24,18.94,5.94,10.28,77.0,100,16.1,10.3,1021.8,37.5,3.0,169.1,7,0.0,0
2019,1,25,16.94,5.94,10.33,75.2,0,15.4,11.4,1022.8,25.0,3.3,126.9,6,0.0,0
2019,1,26,11.94,7.94,9.89,88.3,100,14.3,8.1,1023.7,25.0,3.5,132.3,5,3.8,1
2019,1,27,16.94,4.56,10.33,80.0,100,15.4,6.9,1022.6,40.6,2.9,166.0,7,0.0,0
2019,1,28,16.94,3.94,9.72,76.8,100,15.2,12.8,1021.3,25.0,3.2,147.3,6,0.0,0
2019,1,29,15.94,3.94,8.94,75.5,100,18.1,12.8,1019.6,25.2,3.3,171.5,7,0.0,0
2019,1,30,17.94,2.94,9.39,70.1,0,16.8,8.1,1020.9,25.0,3.5,206.3,8,0.0,0
2019,1,31,17.94,3.94,10.39,72.9,0,15.4,8.1,1022.5,25.0,2.8,115.4,4,0.0,0
2019,2,1,18.94,6.94,11.72,70.7,0,13.0,9.2,1021.4,25.0,2.9,142.0,5,0.0,0
2019,2,2,19.94,4.94,11.28,67.8,100,17.0,11.4,1019.0,25.0,3.3,195.9,7,0.0,0
2019,2,3,19.94,3.94,11.28,65.9,0,17.4,10.3,1020.8,25.0,3.8,213.9,8,0.0,0
2019,2,4,20.94,4.94,11.94,70.3,0,19.0,10.3,1021.8,25.0,3.4,215.6,8,0.0,0
2019,2,5,19.94,3.67,11.83,73.6,0,16.3,10.3,1020.7,27.1,3.1,198.8,8,0.0,0
2019,2,6,20.94,6.94,12.78,73.0,0,19.7,10.3,1017.9,25.0,3.1,193.7,8,0.0,0
2019,2,7,10.94,7.94,9.89,95.8,100,17.2,5.8,1020.9,25.0,2.3,62.2,3,0.0,0
2019,2,8,15.94,7.94,11.17,87.2,100,14.5,15.0,1020.6,25.0,3.3,118.9,5,0.0,0
2019,2,9,12.94,5.94,8.39,82.8,100,17.4,17.2,1019.2,25.0,4.7,153.0,6,0.0,0
2019,2,10,16.94,1.94,9.39,73.4,0,17.4,9.2,1021.3,25.0,4.1,225.0,8,0.0,0
2019,2,11,18.94,6.94,11.5,77.2,0,17.4,10.3,1022.5,25.0,3.6,182.7,8,0.0,0
2019,2,12,18.94,4.94,12.06,76.6,0,16.6,10.3,1023.8,34.4,3.3,189.4,8,0.0,0
2019,2,13,19.94,6.94,12.83,76.5,0,16.3,9.2,1023.8,25.0,3.2,198.7,8,0.0,0
