year,month,day,max_temp_C,min_temp_C,avg_temp_c,humidity,precipprob,windgust,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,precipitation,rain
2021,1,18,19.94,5.94,12.28,71.8,0,15.4,9.2,1019.5,39.6,3.1,162.6,6,0.0,0
2021,1,19,17.94,7.94,12.06,70.4,0,21.7,12.8,1015.5,33.3,3.7,148.7,6,0.0,0
2021,1,20,16.94,4.94,10.61,73.3,0,15.9,11.4,1014.5,29.2,3.1,103.9,4,0.0,0
2021,1,21,16.94,4.94,9.89,70.7,0,17.0,11.4,1014.0,28.7,2.8,160.8,7,0.0,0
2021,1,22,16.94,3.94,10.0,72.5,0,16.1,11.4,1017.5,25.0,2.8,172.4,7,0.0,0
2021,1,23,17.94,4.94,10.61,76.6,0,18.3,9.2,1016.7,25.0,2.7,190.6,7,0.0,0
2021,1,24,17.94,4.94,10.78,75.2,0,19.7,11.4,1017.3,28.9,3.0,186.4,7,0.0,0
2021,1,25,16.94,3.94,10.11,73.1,0,17.7,10.3,1018.6,25.0,3.0,172.3,7,0.0,0
2021,1,26,17.94,3.94,9.94,70.0,0,16.3,5.8,1018.1,25.8,3.2,180.7,7,0.0,0
2021,1,27,19.06,3.06,9.89,67.5,0,17.4,9.2,1018.3,29.0,3.5,178.5,7,0.0,0
2021,1,28,17.94,2.94,9.67,67.1,0,17.2,12.8,1020.0,25.0,3.4,197.2,8,0.0,0
2021,1,29,17.94,3.94,10.06,65.3,0,17.2,12.8,1018.7,27.1,3.4,202.7,8,0.0,0
2021,1,30,15.94,3.94,9.39,64.3,0,17.7,11.4,1016.8,25.0,3.8,193.4,8,0.0,0
2021,1,31,17.06,2.94,9.22,64.1,0,15.7,12.8,1019.0,27.3,3.8,179.6,7,0.0,0
2021,2,1,16.94,3.94,9.39,66.9,0,15.2,9.2,1021.0,32.9,3.4,165.4,6,0.0,0
2021,2,2,17.94,3.94,10.28,64.9,0,16.8,11.4,1021.2,27.6,3.4,204.7,7,0.0,0
2021,2,3,18.94,3.94,11.22,63.5,0,17.2,9.2,1021.0,25.0,3.5,209.2,8,0.0,0
2021,2,4,19.94,4.94,11.56,63.6,0,19.7,9.2,1021.2,25.0,3.9,215.7,8,0.0,0
2021,2,5,16.94,4.94,10.39,68.0,0,21.9,15.0,1020.5,58.8,3.5,150.3,6,0.0,0
2021,2,6,17.94,4.94,9.72,74.1,100,17.4,13.9,1019.0,70.1,3.8,159.8,7,1.3,1
2021,2,7,17.94,1.94,9.06,69.0,0,19.2,9.2,1020.0,25.0,4.4,217.2,8,0.0,0
2021,2,8,21.94,3.94,11.56,61.8,0,14.5,6.9,1020.3,25.0,3.6,221.9,8,0.0,0
2021,2,9,21.94,4.94,12.5,65.3,0,15.7,11.4,1017.9,26.0,3.9,211.0,8,0.0,0
2021,2,10,18.94,6.94,12.22,75.6,0,15.0,10.3,1016.1,60.7,3.1,160.3,6,0.0,0
2021,2,11,19.94,6.94,12.89,76.0,0,17.7,9.2,1015.0,29.2,2.9,207.7,8,0.0,0
2021,2,12,19.94,8.94,13.5,75.2,100,17.7,9.2,1016.1,69.0,2.8,162.3,8,0.0,0
2021,2,13,19.94,8.94,13.67,75.4,100,15.2,8.1,1017.3,59.6,2.8,145.9,6,0.0,0
2021,2,14,20.94,9.06,14.28,74.5,0,16.6,12.8,1018.3,53.5,2.7,165.7,6,0.0,0
2021,2,15,20.94,8.94,14.06,73.9,0,18.3,10.3,1016.8,42.8,2.4,197.5,8,0.0,0
2021,2,16,20.94,6.94,13.56,70.9,0,19.5,10.3,1017.1,29.2,3.1,184.9,8,0.0,0
2021,2,17,20.94,7.17,13.17,66.3,0,16.8,15.0,1018.8,47.0,3.5,203.0,8,0.0,0
2021,2,18,18.94,6.94,12.56,61.5,0,17.9,10.3,1021.8,46.5,3.9,180.5,7,0.0,0
2021,2,19,20.94,5.94,12.72,61.5,100,15.9,11.4,1022.4,40.7,3.9,222.5,8,0.0,0
2021,2,20,21.94,6.94,13.67,59.5,0,14.3,11.4,1019.8,22.9,4.1,226.6,8,0.0,0
2021,2,21,22.94,6.94,14.44,61.4,0,18.1,9.2,1018.0,24.0,3.8,241.4,9,0.0,0
2021,2,22,22.94,7.94,14.89,66.0,0,15.7,10.3,1019.5,25.0,3.1,246.2,9,6.400799999999999,1
2021,2,23,23.94,9.94,15.83,68.6,0,17.4,10.3,1017.9,39.7,2.9,225.7,8,0.0,0
2021,2,24,23.94,9.94,15.94,69.5,0,16.8,11.4,1015.4,26.0,2.9,177.8,6,0.0,0
2021,2,25,22.94,10.94,16.06,75.6,0,18.1,10.3,1013.1,35.5,2.2,177.0,6,0.0,0
2021,2,26,22.94,10.94,16.39,76.6,0,16.1,13.9,1011.8,48.0,2.2,173.7,7,8.001,1
2021,2,27,22.94,12.94,17.56,72.4,100,25.3,13.9,1011.8,67.2,2.4,179.9,7,0.0,0
2021,2,28,23.94,13.94,18.22,65.7,0,23.0,13.9,1013.3,47.0,3.1,198.8,7,0.0,0
2021,3,1,24.94,10.94,17.39,61.5,0,21.3,15.0,1015.5,23.0,3.6,240.7,9,0.0,0
2021,3,2,22.94,9.94,15.39,49.7,0,18.6,16.1,1016.5,25.0,4.5,244.1,9,0.0,0
2021,3,3,21.94,7.94,14.89,50.7,0,19.5,15.0,1017.2,25.0,3.8,254.1,9,0.0,0
2021,3,4,21.94,8.94,15.17,55.8,0,19.5,13.9,1016.8,42.8,3.7,169.6,7,0.0,0
2021,3,5,22.94,9.94,15.06,69.1,0,23.5,12.8,1015.3,44.9,3.4,224.2,8,0.0,0
2021,3,6,21.94,8.94,14.5,74.4,100,17.2,12.8,1016.2,48.0,3.5,210.3,9,6.1,1
2021,3,7,18.94,9.94,14.72,79.8,0,16.6,9.2,1018.0,66.9,3.0,162.0,7,0.0,0
2021,3,8,24.94,10.94,16.83,71.1,0,25.1,16.1,1019.3,49.1,3.0,227.6,8,0.0,0
2021,3,9,24.94,9.94,17.39,60.8,0,26.4,16.1,1018.5,26.0,4.2,228.5,8,0.0,0
2021,3,10,24.94,11.94,17.17,65.3,0,23.0,13.9,1019.0,38.6,4.0,225.9,8,0.0,0
2021,3,11,23.94,9.94,17.22,61.7,100,22.6,13.9,1020.3,27.1,4.1,248.6,9,0.5,1
2021,3,12,24.94,11.94,18.22,63.0,0,21.0,12.8,1022.3,37.0,3.5,252.9,9,0.0,0
2021,3,13,20.94,12.94,16.72,65.2,100,18.1,10.3,1021.1,73.8,3.8,171.0,7,0.0,0
2021,3,14,23.94,9.94,16.39,70.9,0,19.9,13.9,1017.1,35.2,3.7,209.3,8,0.0,0
2021,3,15,23.94,9.06,17.22,66.6,0,20.4,12.8,1016.5,29.8,3.3,243.9,8,0.0,0
2021,3,16,24.94,11.94,17.78,63.6,0,19.9,15.0,1016.8,38.6,3.3,203.2,7,0.0,0
2021,3,17,24.94,11.94,18.06,59.8,0,20.8,13.9,1016.2,27.6,3.1,246.1,8,0.0,0
2021,3,18,24.94,11.94,18.22,57.8,0,21.9,15.0,1017.2,26.0,2.8,243.9,9,0.0,0
2021,3,19,24.94,11.94,18.67,58.4,0,23.7,10.3,1016.7,57.0,2.8,246.7,9,0.0,0
2021,3,20,25.94,12.94,18.67,51.0,0,25.3,12.8,1014.8,55.9,3.3,243.8,9,0.0,0
2021,3,21,26.94,11.94,18.83,47.5,0,21.5,36.9,1015.8,34.9,3.6,256.8,9,0.0,0
2021,3,22,26.94,11.94,18.89,49.0,0,23.3,12.8,1018.6,26.0,2.8,263.2,9,0.0,0
2021,3,23,26.94,12.94,19.5,49.8,0,24.8,15.0,1019.8,34.9,2.5,259.2,9,0.0,0
2021,3,24,25.94,13.94,19.89,47.0,0,24.2,12.8,1018.0,43.8,3.1,248.8,9,0.0,0
2021,3,25,25.94,11.94,18.72,40.5,0,26.2,11.4,1016.1,25.0,3.5,282.5,9,0.0,0
2021,3,26,25.94,9.94,17.44,45.1,0,20.8,13.9,1016.2,24.3,2.2,298.5,10,0.0,0
2021,3,27,24.94,10.94,17.56,53.9,0,18.1,11.4,1016.7,25.0,1.4,298.5,10,0.0,0
2021,3,28,23.94,11.94,17.33,56.2,0,19.5,11.4,1015.5,25.0,1.4,281.5,10,0.0,0
2021,3,29,23.94,11.94,17.72,58.4,0,23.9,10.3,1013.5,44.9,1.4,245.8,9,0.0,0
2021,3,30,25.94,11.94,19.17,57.7,0,20.8,9.2,1008.1,36.5,1.9,224.0,7,0.0,0
2021,3,31,23.94,12.94,18.06,70.6,0,17.4,9.2,1005.5,54.3,2.0,207.2,7,0.0,0
2021,4,1,24.94,13.94,17.83,69.3,100,20.6,18.3,1007.5,51.8,3.3,252.9,9,9.9,1
2021,4,2,24.94,10.94,17.72,49.9,0,25.9,13.9,1012.3,30.8,3.9,291.4,10,0.0,0
2021,4,3,25.94,9.94,18.06,38.2,0,22.6,12.8,1015.5,33.9,3.8,287.1,10,0.0,0
2021,4,4,25.94,9.94,17.5,37.2,0,18.3,11.4,1016.0,28.2,2.4,300.2,10,0.0,0
2021,4,5,25.94,9.94,17.39,46.1,0,18.1,12.8,1018.0,25.0,1.7,309.8,10,0.0,0
2021,4,6,25.94,10.94,18.0,51.2,0,20.1,9.2,1017.3,29.3,1.5,297.0,10,0.0,0
2021,4,7,26.94,11.94,19.33,56.8,0,26.8,8.1,1017.7,25.0,1.8,280.7,9,0.0,0
2021,4,8,27.94,13.94,20.44,54.5,0,27.7,16.1,1015.4,34.6,2.8,295.5,10,0.0,0
2021,4,9,27.94,12.94,19.17,54.9,0,30.0,18.3,1016.9,46.6,3.9,301.4,10,0.0,0
2021,4,10,27.94,11.94,19.5,48.5,100,26.8,11.4,1018.3,24.0,4.8,314.4,10,1.0,1
2021,4,11,28.94,12.94,20.5,38.6,0,23.3,8.1,1018.6,28.1,3.9,316.7,10,0.0,0
2021,4,12,27.94,12.94,20.0,38.5,0,23.7,15.0,1019.3,47.5,2.6,275.2,10,0.9906,1
2021,4,13,27.94,12.94,19.44,43.5,0,21.9,9.2,1018.1,43.3,2.7,275.9,10,0.0,0
2021,4,14,28.94,12.94,20.72,48.5,0,21.9,10.3,1017.0,27.1,2.9,297.6,10,0.0,0
2021,4,15,28.94,14.94,20.89,51.6,0,53.0,30.0,1016.0,48.1,3.1,276.2,10,0.0,0
2021,4,16,23.94,13.94,17.0,71.2,0,24.4,10.3,1017.1,77.4,3.8,267.9,10,11.9,1
2021,4,17,26.94,12.94,18.17,72.3,100,27.3,15.0,1017.6,36.5,3.5,245.3,9,1.3,1
2021,4,18,25.94,11.94,18.0,64.6,100,32.2,20.8,1017.3,37.6,4.7,279.9,9,0.3,1
2021,4,19,25.94,10.94,18.67,62.4,100,22.6,10.3,1013.2,25.0,4.9,276.7,9,7.4,1
2021,4,20,27.94,12.94,20.67,56.4,0,24.4,15.0,1014.0,27.1,4.3,305.4,10,0.0,0
2021,4,21,21.94,14.94,18.56,65.4,0,21.0,10.3,1017.9,70.1,3.3,179.8,6,0.0,0
2021,4,22,24.94,13.94,18.17,61.9,100,20.1,12.8,1018.8,55.4,4.9,230.9,9,6.6,1
2021,4,23,32.67,10.94,19.83,47.0,0,22.8,12.8,1016.1,24.0,5.7,329.3,10,0.0,0
2021,4,24,27.94,13.94,21.67,43.4,0,31.1,15.0,1016.5,30.8,5.1,295.8,10,0.0,0
2021,4,25,29.94,13.94,22.17,42.9,0,21.9,13.9,1016.6,25.0,4.9,318.2,10,0.0,0
2021,4,26,28.94,14.94,22.5,44.7,0,17.4,12.8,1015.9,25.0,4.3,333.9,10,0.0,0
2021,4,27,29.94,14.94,22.39,44.4,0,23.5,16.1,1016.6,27.1,3.7,309.5,10,0.0,0
2021,4,28,28.94,14.94,22.61,46.3,0,24.6,13.9,1017.7,26.0,3.6,277.4,10,0.0,0
2021,4,29,26.94,14.94,19.22,68.4,100,20.8,13.9,1019.2,58.0,3.7,264.1,9,5.3,1
2021,4,30,26.94,13.94,18.72,70.9,100,16.1,11.4,1017.9,61.2,4.0,187.3,8,1.0,1
2021,5,1,25.94,14.94,19.22,73.5,100,17.4,15.7,1017.6,77.0,3.8,203.5,8,0.3,1
2021,5,2,20.94,14.94,17.44,88.1,100,15.9,6.9,1017.5,77.1,3.5,206.2,7,4.2926,1
2021,5,3,25.94,13.94,19.44,81.0,0,27.1,19.7,1015.2,64.3,3.5,213.0,7,0.0,0
2021,5,4,23.94,15.94,18.5,86.2,0,17.2,15.0,1015.3,88.0,3.4,211.6,8,0.0,0
2021,5,5,21.94,15.94,18.78,82.3,100,15.0,12.8,1015.6,69.1,4.3,92.1,5,1.5,1
2021,5,6,23.94,14.94,19.44,76.1,100,19.0,6.9,1017.3,82.7,3.9,211.6,7,0.8,1
2021,5,7,25.94,16.94,20.0,77.6,0,16.3,9.2,1017.7,75.1,4.1,166.4,7,0.0,0
2021,5,8,25.94,15.94,20.33,65.9,0,18.3,12.8,1017.1,63.8,4.3,258.9,8,0.1016,1
2021,5,9,26.94,14.94,20.22,61.2,0,21.0,18.3,1015.2,55.4,5.2,257.3,9,0.0,0
2021,5,10,23.94,15.94,18.89,79.9,100,18.3,8.1,1014.0,78.0,4.0,245.8,9,1.3,1
2021,5,11,22.94,14.56,18.39,84.5,100,21.0,11.4,1013.0,65.9,3.9,232.1,7,7.9,1
2021,5,12,20.94,15.94,18.17,87.0,100,17.4,11.4,1011.4,77.0,4.1,118.4,6,7.1,1
2021,5,13,21.94,14.94,17.72,85.6,100,18.8,5.8,1012.2,73.3,4.1,197.4,8,5.1,1
2021,5,14,30.67,13.94,20.33,71.2,100,19.9,12.8,1010.6,41.4,5.0,252.1,9,0.0,0
2021,5,15,27.94,14.78,21.39,66.2,0,19.0,13.9,1012.9,34.3,5.4,287.1,9,0.0,0
2021,5,16,29.94,15.94,23.33,56.5,0,20.6,15.0,1014.7,27.1,5.1,297.4,9,0.0,0
2021,5,17,27.94,16.94,23.06,61.1,0,21.9,10.3,1015.2,70.1,4.9,256.7,9,0.0,0
2021,5,18,27.94,19.94,23.0,68.2,100,14.1,10.3,1013.8,85.5,4.2,164.3,6,0.0,0
2021,5,19,22.94,18.06,20.78,84.3,0,15.4,4.7,1013.6,84.1,3.3,71.9,4,0.0,0
2021,5,20,22.94,17.94,19.72,94.4,100,12.5,6.9,1013.4,88.4,3.7,85.5,4,8.6,1
2021,5,21,29.94,16.83,22.17,80.9,100,16.8,16.1,1012.6,71.2,4.7,250.3,8,3.0,1
2021,5,22,28.94,19.94,24.17,72.5,0,15.9,39.1,1011.6,64.8,5.1,263.8,9,0.0,0
2021,5,23,29.94,19.94,25.06,69.9,0,16.6,10.3,1012.2,56.4,5.4,256.0,9,0.0,0
2021,5,24,30.94,19.33,24.67,68.8,100,15.7,13.9,1012.0,69.8,4.7,244.8,8,0.3,1
2021,5,25,26.94,19.94,22.17,80.4,0,15.9,16.1,1010.7,71.7,4.2,205.8,9,3.8,1
2021,5,26,21.94,18.94,20.06,96.8,100,11.9,5.8,1009.5,88.4,4.1,48.2,2,5.1,1
2021,5,27,21.94,18.94,20.11,98.5,100,21.3,5.8,1009.8,88.0,3.8,59.3,3,31.2,1
2021,5,28,19.94,17.94,19.11,97.5,100,34.4,11.4,1012.1,95.5,4.0,32.8,1,19.685,1
2021,5,29,26.94,18.72,21.5,85.1,100,25.3,11.4,1013.9,70.3,4.5,154.9,7,0.1016,1
2021,5,30,28.94,17.94,22.22,82.2,0,18.6,9.2,1012.3,65.4,4.5,234.8,9,0.0,0
2021,5,31,27.94,19.94,23.28,80.7,100,17.2,12.8,1009.8,79.5,4.1,239.8,8,17.5,1
2021,6,1,26.94,19.94,22.94,78.7,0,18.3,11.4,1011.6,64.8,4.5,213.2,9,0.0,0
2021,6,2,28.94,17.94,23.33,74.1,0,17.0,15.0,1012.7,40.2,5.1,254.3,9,0.0,0
2021,6,3,28.94,18.67,23.89,73.4,0,18.6,11.4,1013.9,50.9,5.0,259.3,8,0.0,0
2021,6,4,27.94,19.94,24.06,74.8,0,20.1,12.8,1014.1,49.6,5.0,250.8,8,0.0,0
2021,6,5,29.94,19.94,24.44,71.1,0,20.8,12.8,1012.8,57.9,4.7,241.8,8,0.0,0
2021,6,6,29.94,19.94,24.56,71.0,100,23.0,13.9,1011.8,43.3,4.5,251.2,8,0.0,0
2021,6,7,29.94,20.67,25.94,66.0,100,24.8,12.8,1009.8,44.0,4.9,277.5,9,0.0,0
2021,6,8,34.83,18.56,24.61,74.6,100,18.6,12.8,1008.4,58.3,4.4,254.5,9,0.0,0
2021,6,9,27.94,20.94,23.78,80.6,0,14.1,13.9,1008.7,88.3,4.4,209.2,8,5.8,1
2021,6,10,26.94,20.94,22.72,87.5,100,16.3,11.4,1008.5,73.6,3.9,168.7,6,36.6,1
2021,6,11,27.94,18.94,22.72,86.6,100,14.3,10.3,1007.8,77.5,4.3,192.4,7,24.4,1
2021,6,12,24.94,19.22,21.61,90.9,100,13.4,4.7,1009.2,92.5,4.6,95.9,6,30.7,1
2021,6,13,23.94,19.94,21.83,94.2,100,14.3,4.7,1008.8,91.0,4.7,84.0,4,0.0,0
2021,6,14,25.94,20.94,22.56,94.7,100,16.8,6.9,1006.6,88.5,4.3,208.6,8,18.8,1
2021,6,15,24.94,20.72,22.0,95.3,100,30.2,10.3,1004.5,89.0,4.0,71.9,5,15.0,1
2021,6,16,24.94,19.94,21.56,96.3,100,16.6,10.3,1007.2,89.4,4.2,96.5,5,4.8,1
2021,6,17,25.94,19.94,22.61,90.3,100,15.4,9.2,1008.3,88.2,4.6,196.4,7,8.7884,1
2021,6,18,26.94,20.94,23.56,86.7,100,23.5,6.9,1009.0,80.6,4.8,151.2,6,0.3,1
2021,6,19,27.94,20.17,22.89,84.9,100,27.7,10.3,1008.8,89.5,5.2,153.7,5,0.3,1
2021,6,20,24.94,20.94,22.22,90.1,100,21.7,8.1,1009.4,88.0,4.8,78.0,4,2.8,1
2021,6,21,27.94,19.94,23.56,82.8,100,23.0,12.8,1009.6,69.5,5.3,194.6,6,0.0,0
2021,6,22,28.94,20.94,24.5,80.3,100,19.2,16.1,1010.2,68.2,5.3,181.3,6,0.0,0
2021,6,23,26.94,21.94,23.67,88.3,100,17.7,9.2,1011.8,83.0,4.5,164.8,6,1.3,1
2021,6,24,28.94,20.94,24.39,82.4,100,17.0,10.3,1010.8,81.7,4.6,155.9,7,7.4,1
2021,6,25,24.94,20.94,22.56,91.2,100,16.1,11.4,1009.8,88.0,4.2,121.5,6,2.8,1
2021,6,26,23.94,19.94,21.61,93.7,100,13.2,6.9,1012.3,89.5,4.1,41.7,1,34.8,1
2021,6,27,33.83,20.72,23.83,85.5,100,16.1,8.1,1011.8,81.9,4.6,186.1,8,4.3,1
2021,6,28,26.94,19.67,23.72,84.7,100,17.2,8.1,1010.1,81.9,4.7,188.8,7,0.0,0
2021,6,29,27.94,20.94,24.06,85.4,100,16.1,8.1,1009.2,86.9,4.4,143.7,5,0.0,0
2021,6,30,25.94,21.94,23.11,93.6,100,23.9,9.2,1006.9,86.4,3.6,53.4,2,2.5,1
2021,7,1,23.94,18.94,21.44,96.2,100,23.5,6.9,1006.8,91.0,3.2,54.7,2,53.1,1
2021,7,2,22.94,18.94,21.0,97.6,100,15.0,4.7,1007.8,95.5,3.3,46.2,2,46.0,1
2021,7,3,26.94,19.94,22.56,90.2,100,16.6,10.3,1010.0,81.6,3.9,66.5,3,6.1,1
2021,7,4,26.94,20.94,23.61,85.4,100,18.1,9.2,1011.8,86.4,4.3,201.5,9,0.3,1
2021,7,5,28.94,21.67,23.61,90.5,0,16.6,11.4,1011.8,87.3,4.2,216.0,8,10.4,1
2021,7,6,28.94,20.94,24.33,87.0,100,16.6,12.8,1009.8,76.4,4.3,190.4,7,0.0,0
2021,7,7,27.94,20.94,24.28,85.6,100,15.4,12.8,1009.3,84.9,4.3,145.5,4,0.0,0
2021,7,8,24.94,20.94,22.39,95.5,100,23.5,8.1,1011.6,87.3,4.2,95.9,4,20.6,1
2021,7,9,27.94,20.94,23.11,91.0,100,16.6,11.4,1011.2,86.3,4.3,135.6,5,20.3,1
2021,7,10,30.67,20.94,23.39,90.9,100,16.6,11.4,1010.5,86.3,4.1,134.9,4,69.3,1
2021,7,11,25.94,20.94,22.33,94.6,100,17.0,6.9,1014.2,88.0,3.9,100.8,4,0.0,0
2021,7,12,31.67,20.17,23.06,91.8,100,14.5,8.1,1013.9,86.7,4.7,184.9,7,14.5,1
2021,7,13,28.94,20.94,23.61,88.1,100,18.1,11.4,1013.5,78.0,4.5,173.7,7,28.4,1
2021,7,14,26.94,20.94,23.39,90.5,100,16.1,9.2,1012.9,86.4,4.1,130.5,7,0.2032,1
2021,7,15,26.94,19.94,22.78,89.0,100,13.4,5.8,1013.8,84.3,4.2,70.9,3,1.3,1
2021,7,16,23.94,20.94,22.06,95.0,100,14.3,8.1,1014.8,81.8,4.1,84.8,5,1.5,1
2021,7,17,27.94,20.06,22.39,94.1,100,16.1,8.1,1012.3,89.4,3.7,122.8,7,8.9,1
2021,7,18,27.94,20.94,23.56,88.7,100,13.9,11.4,1010.5,88.0,4.2,53.3,3,2.5,1
2021,7,19,26.94,21.94,23.67,88.9,100,15.9,6.9,1009.0,88.0,4.3,150.1,5,1.0,1
2021,7,20,25.94,20.94,22.56,96.2,100,14.3,6.9,1008.6,88.5,4.1,84.3,5,0.0,0
2021,7,21,25.94,20.94,22.72,94.4,100,16.6,11.4,1007.7,88.0,4.1,139.1,6,3.3,1
2021,7,22,28.94,20.83,23.94,88.6,100,16.8,9.2,1006.9,86.9,4.5,113.0,5,7.9,1
2021,7,23,29.94,20.94,24.56,86.8,0,16.3,11.4,1007.5,84.8,4.6,198.4,6,0.0,0
2021,7,24,30.94,20.94,25.06,86.3,100,13.9,11.4,1008.4,75.3,4.6,185.7,6,42.9,1
2021,7,25,28.94,20.94,24.11,88.5,100,12.3,13.9,1008.7,88.0,4.2,144.2,6,10.9,1
2021,7,26,24.94,20.94,22.83,93.6,100,11.6,3.4,1007.3,89.0,4.0,63.9,4,26.9,1
2021,7,27,26.94,20.94,23.39,91.1,100,12.8,12.8,1005.4,86.3,4.3,100.9,4,0.0,0
2021,7,28,28.94,19.94,23.5,88.3,100,11.6,9.2,1006.2,90.8,4.4,159.5,6,17.5,1
2021,7,29,28.94,19.94,24.06,84.8,100,15.0,12.8,1006.7,67.5,4.9,191.8,7,18.5,1
2021,7,30,27.94,20.94,23.72,89.5,100,13.2,8.1,1008.0,88.0,4.6,140.1,5,9.9,1
2021,7,31,28.94,20.94,24.89,83.6,100,20.1,11.4,1008.4,82.2,5.0,164.6,6,9.1,1
2021,8,1,28.94,20.94,24.06,86.5,100,19.7,15.0,1007.8,83.8,5.1,131.0,6,0.3,1
2021,8,2,26.94,21.33,23.61,88.6,100,16.3,11.4,1008.8,83.8,4.8,111.4,4,2.3114,1
2021,8,3,27.94,20.94,23.83,89.2,100,14.5,10.3,1010.2,86.9,4.2,181.2,6,0.0,0
2021,8,4,24.94,20.94,22.39,94.7,100,16.8,6.9,1011.3,88.0,4.1,128.6,5,4.3,1
2021,8,5,28.94,19.94,23.33,83.4,100,17.4,11.4,1010.0,88.5,5.0,114.7,4,0.8,1
2021,8,6,30.94,20.94,24.61,84.1,100,13.6,9.2,1009.8,86.9,4.9,160.3,6,10.7,1
2021,8,7,26.94,20.94,23.89,86.7,100,15.7,11.4,1011.2,87.2,4.8,189.1,7,7.4,1
2021,8,8,27.94,20.67,23.28,91.1,100,13.6,17.2,1012.7,85.7,4.2,66.2,2,14.0,1
2021,8,9,28.94,20.94,23.83,89.3,100,15.9,10.3,1012.3,81.7,4.5,156.0,6,18.0,1
2021,8,10,28.94,20.94,24.11,87.5,100,13.6,12.8,1009.7,79.0,4.7,129.6,5,0.5,1
2021,8,11,28.94,20.94,24.44,86.5,100,17.0,12.8,1010.1,64.3,4.6,126.6,5,0.8,1
2021,8,12,27.94,21.33,23.56,93.3,100,15.0,9.2,1011.8,88.5,4.1,90.1,4,10.4,1
2021,8,13,26.94,21.94,23.78,90.9,100,15.7,11.4,1010.3,88.0,4.0,44.3,3,3.3,1
2021,8,14,27.94,20.94,23.72,90.1,0,21.0,9.2,1007.9,86.4,4.5,28.8,1,4.6,1
2021,8,15,26.94,20.94,23.28,90.8,100,22.1,9.2,1010.0,86.4,4.4,67.4,3,5.6,1
2021,8,16,27.94,21.17,24.11,83.9,100,15.2,10.3,1012.8,87.4,5.0,180.7,6,0.0,0
2021,8,17,26.94,21.56,23.5,88.9,100,15.9,6.9,1013.4,83.7,4.0,196.7,7,18.8,1
2021,8,18,26.94,20.94,23.39,90.2,100,15.0,8.1,1011.9,88.0,3.9,162.7,6,4.8,1
2021,8,19,26.94,19.94,23.11,89.0,100,16.8,10.3,1011.5,88.0,4.5,96.9,5,18.3,1
2021,8,20,25.94,20.94,23.0,89.3,0,18.6,12.8,1014.3,88.0,4.8,138.6,5,0.0,0
2021,8,21,25.94,20.94,23.11,89.0,100,14.8,10.3,1016.3,88.0,4.5,105.5,5,0.0,0
2021,8,22,26.94,20.67,23.22,88.9,100,13.0,9.2,1013.8,89.0,4.1,120.6,5,0.0,0
2021,8,23,23.94,19.94,21.83,96.6,100,18.6,8.1,1012.2,88.0,3.5,110.4,4,24.9,1
2021,8,24,25.94,20.33,22.61,91.9,0,16.6,8.1,1010.4,85.3,4.1,100.1,4,5.6,1
2021,8,25,26.94,20.17,23.06,91.7,100,13.4,8.1,1008.0,89.0,4.3,66.2,3,1.5,1
2021,8,26,24.94,20.94,22.89,92.7,100,13.0,9.2,1007.7,88.0,4.3,44.2,2,1.3,1
2021,8,27,22.94,18.94,21.22,94.2,100,16.8,4.7,1011.7,88.5,3.6,39.4,2,41.4,1
2021,8,28,24.94,19.94,21.44,96.1,100,15.0,12.8,1011.3,90.0,4.0,109.3,5,13.7,1
2021,8,29,20.94,18.94,20.33,98.6,100,16.8,8.1,1013.0,88.5,4.0,32.1,1,25.1,1
2021,8,30,27.94,19.94,21.94,92.9,100,15.9,5.8,1015.8,89.5,4.3,99.4,4,7.9,1
2021,8,31,27.94,19.94,22.89,88.5,100,14.1,8.1,1017.1,78.5,4.6,136.9,5,23.9,1
2021,9,1,28.94,19.94,23.61,86.1,100,16.8,11.4,1015.6,69.5,4.5,203.1,7,0.1016,1
2021,9,2,28.94,19.94,23.33,86.8,100,16.8,10.3,1014.1,85.4,4.3,178.4,8,3.8,1
2021,9,3,25.94,20.94,22.56,89.9,100,13.2,9.2,1013.2,70.6,4.5,101.4,5,5.6,1
2021,9,4,27.94,19.83,23.89,82.3,100,13.6,10.3,1011.6,54.8,4.9,191.0,7,0.0,0
2021,9,5,28.94,20.94,24.72,82.9,100,13.0,10.3,1012.2,64.3,4.4,197.6,7,11.7,1
2021,9,6,28.94,18.94,22.56,90.9,100,15.7,11.4,1015.4,87.9,3.9,154.3,7,121.7,1
2021,9,7,28.83,19.94,23.0,91.0,100,19.0,10.3,1016.5,87.7,4.4,100.1,4,12.2,1
2021,9,8,27.94,19.83,22.61,89.2,100,17.4,8.1,1015.4,79.0,4.5,126.0,6,35.1,1
2021,9,9,24.94,19.94,21.72,93.8,0,14.3,4.7,1014.5,84.8,4.3,121.9,5,0.0,0
2021,9,10,27.94,19.94,22.83,88.1,100,17.4,11.4,1014.8,71.7,4.6,193.7,7,0.0,0
2021,9,11,29.94,19.94,23.89,84.0,0,16.6,11.4,1014.3,80.1,4.8,198.5,8,0.0,0
2021,9,12,29.94,20.94,24.22,82.2,100,15.2,12.8,1011.3,64.8,4.9,206.7,8,0.5,1
2021,9,13,27.94,19.94,23.06,87.2,100,14.5,11.4,1012.0,60.6,4.6,178.5,8,13.2,1
