datetime,tempmax,tempmin,temp,dew,humidity,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,precipitation
2015-01-01,60.7,39.1,50.0,41.7,74.7,100,4.17,rain,11.2,5.8,166.0,1020.4,79.1,2.4,96.6,8.3,4,,2015-01-01T06:54:15,2015-01-01T17:19:31,0.8
2015-01-02,71.0,49.9,54.9,48.4,80.1,100,20.83,rain,19.9,9.2,26.0,1022.2,93.3,2.9,40.4,3.3,2,,2015-01-02T06:54:31,2015-01-02T17:20:12,0.0
2015-01-03,67.7,48.1,54.8,50.5,86.3,100,8.33,rain,15.4,15.7,304.8,1021.0,90.3,2.8,58.6,5.0,4,,2015-01-03T06:54:46,2015-01-03T17:20:54,0.5
2015-01-04,69.9,48.1,54.5,49.6,85.5,100,4.17,rain,17.0,9.2,252.4,1018.1,67.1,2.7,118.0,10.3,6,,2015-01-04T06:54:58,2015-01-04T17:21:37,0.5
2015-01-05,64.3,42.7,51.3,45.7,83.2,0,0.0,,16.3,10.3,213.3,1013.9,41.6,3.9,139.2,12.0,6,,2015-01-05T06:55:10,2015-01-05T17:22:20,0.0
2015-01-06,62.5,46.3,52.2,45.0,78.0,0,0.0,,16.1,10.3,243.1,1016.4,62.5,3.7,98.8,8.5,5,,2015-01-06T06:55:20,2015-01-06T17:23:04,0.0
2015-01-07,60.7,43.4,50.3,43.1,77.8,0,0.0,,15.7,10.3,233.9,1017.1,65.7,3.4,102.8,8.9,5,,2015-01-07T06:55:28,2015-01-07T17:23:49,0.0
2015-01-08,71.7,39.1,49.3,41.5,76.4,100,4.17,rain,15.7,6.9,203.0,1018.9,50.1,3.9,114.1,9.7,5,,2015-01-08T06:55:35,2015-01-08T17:24:34,0.0
2015-01-09,64.3,39.1,48.4,38.7,72.8,0,0.0,,15.4,9.2,58.0,1020.3,24.0,3.8,173.6,14.8,7,,2015-01-09T06:55:40,2015-01-09T17:25:20,0.0
2015-01-10,67.9,35.5,47.9,35.7,68.2,0,0.0,,12.1,8.1,280.9,1018.8,22.9,3.9,190.1,16.2,7,,2015-01-10T06:55:44,2015-01-10T17:26:06,0.0
2015-01-11,66.1,37.3,49.3,36.3,64.8,0,0.0,,11.6,6.9,180.1,1019.3,52.2,3.7,185.8,15.9,7,,2015-01-11T06:55:46,2015-01-11T17:26:52,0.0
2015-01-12,66.1,37.3,49.1,38.4,71.1,0,0.0,,13.2,8.1,216.1,1020.7,31.3,3.3,188.1,16.2,7,,2015-01-12T06:55:47,2015-01-12T17:27:39,0.0
2015-01-13,66.1,37.3,49.7,39.6,72.0,100,4.17,rain,14.5,9.2,263.4,1020.3,27.0,3.4,191.5,16.5,7,,2015-01-13T06:55:46,2015-01-13T17:28:27,0.0
2015-01-14,66.1,37.3,49.4,38.3,70.5,0,0.0,,13.9,8.1,155.0,1021.1,25.0,3.5,187.5,16.0,7,,2015-01-14T06:55:43,2015-01-14T17:29:15,0.0
2015-01-15,75.8,37.3,50.0,39.2,70.3,0,0.0,,15.0,9.2,240.6,1021.1,23.0,4.1,167.1,14.4,7,,2015-01-15T06:55:39,2015-01-15T17:30:03,0.0
2015-01-16,62.5,37.3,49.3,40.0,73.3,0,0.0,,14.8,6.9,172.3,1021.1,27.1,3.6,151.2,13.1,7,,2015-01-16T06:55:33,2015-01-16T17:30:51,0.0
2015-01-17,62.5,40.9,50.0,41.2,74.8,0,0.0,,15.4,9.2,236.9,1020.0,29.2,3.8,170.2,14.7,6,,2015-01-17T06:55:26,2015-01-17T17:31:40,0.0
2015-01-18,62.5,37.3,49.3,38.8,70.9,0,0.0,,14.1,9.2,264.0,1019.8,25.2,4.1,193.5,16.7,7,,2015-01-18T06:55:17,2015-01-18T17:32:28,0.0
2015-01-19,66.1,37.3,49.4,37.5,69.2,0,0.0,,14.8,8.1,203.8,1019.9,25.1,4.2,192.9,16.7,7,,2015-01-19T06:55:07,2015-01-19T17:33:17,0.0
2015-01-20,66.1,37.3,49.2,36.8,66.8,0,0.0,,13.2,8.1,201.1,1022.5,33.3,4.1,181.8,15.7,7,,2015-01-20T06:54:55,2015-01-20T17:34:06,0.0
2015-01-21,74.9,37.3,50.8,38.5,66.9,0,0.0,,14.1,6.9,173.6,1024.5,25.1,4.0,193.7,16.6,7,,2015-01-21T06:54:41,2015-01-21T17:34:55,0.0
2015-01-22,66.1,39.1,51.6,39.8,67.3,0,0.0,,15.7,8.1,225.1,1022.8,69.7,3.8,187.8,16.1,7,,2015-01-22T06:54:26,2015-01-22T17:35:44,0.0
2015-01-23,64.3,46.3,54.0,43.3,69.2,0,0.0,,18.6,8.1,228.5,1020.0,71.8,4.2,186.9,15.9,7,,2015-01-23T06:54:10,2015-01-23T17:36:33,0.0
2015-01-24,64.3,37.3,51.0,40.5,71.4,0,0.0,,18.3,10.3,289.5,1020.1,44.7,3.9,194.5,16.8,7,,2015-01-24T06:53:52,2015-01-24T17:37:22,0.0
2015-01-25,66.1,37.3,51.2,39.4,67.9,0,0.0,,18.6,9.2,272.9,1021.2,61.3,4.3,189.6,16.3,7,,2015-01-25T06:53:32,2015-01-25T17:38:11,0.0
2015-01-26,60.7,46.3,52.0,44.4,76.4,0,0.0,,14.3,8.1,337.7,1021.9,88.9,3.0,94.0,8.3,4,,2015-01-26T06:53:11,2015-01-26T17:39:00,0.0
2015-01-27,66.3,44.5,52.4,42.1,71.7,0,0.0,,19.7,10.3,283.7,1020.2,55.0,3.7,123.3,10.5,5,,2015-01-27T06:52:48,2015-01-27T17:39:49,0.0
2015-01-28,67.9,35.5,50.0,37.3,67.4,0,0.0,,18.8,9.2,282.7,1017.7,25.4,3.7,206.6,17.8,8,,2015-01-28T06:52:24,2015-01-28T17:40:38,0.0
2015-01-29,64.3,39.1,49.4,36.7,67.0,0,0.0,,16.6,9.2,209.0,1018.8,51.8,3.9,176.5,15.4,7,,2015-01-29T06:51:58,2015-01-29T17:41:26,0.0
2015-01-30,58.9,37.3,46.7,38.2,73.7,100,8.33,rain,18.6,11.4,220.9,1018.0,31.1,3.4,164.7,14.1,7,,2015-01-30T06:51:31,2015-01-30T17:42:14,0.0
2015-01-31,62.5,35.5,46.9,36.4,70.9,0,0.0,,15.7,16.1,199.3,1018.6,28.0,3.6,176.3,15.2,7,,2015-01-31T06:51:03,2015-01-31T17:43:02,0.0
2015-02-01,60.7,37.3,47.7,38.8,73.9,0,0.0,,16.1,10.3,212.3,1020.7,29.2,3.1,162.2,13.9,7,,2015-02-01T06:50:33,2015-02-01T17:43:50,0.0
2015-02-02,66.1,37.3,50.0,39.0,69.4,0,0.0,,16.6,9.2,184.0,1023.5,27.1,3.4,197.1,17.0,7,,2015-02-02T06:50:02,2015-02-02T17:44:38,0.0
2015-02-03,69.7,39.1,53.2,40.4,67.2,0,0.0,,30.0,17.2,286.9,1025.8,38.1,3.5,193.9,17.0,8,,2015-02-03T06:49:29,2015-02-03T17:45:25,0.0
2015-02-04,75.5,42.7,54.9,41.4,65.4,100,4.17,rain,22.8,11.4,255.0,1021.9,30.6,4.4,213.5,18.6,8,,2015-02-04T06:48:55,2015-02-04T17:46:12,1.0
2015-02-05,67.9,39.1,51.7,43.0,74.7,0,0.0,,17.2,11.4,205.2,1020.3,27.4,4.0,199.3,17.2,7,,2015-02-05T06:48:20,2015-02-05T17:46:59,0.0
2015-02-06,69.5,42.3,52.6,45.4,78.7,0,0.0,,17.9,9.2,251.8,1019.5,52.0,3.4,158.1,13.5,7,,2015-02-06T06:47:43,2015-02-06T17:47:45,0.0
2015-02-07,66.1,40.9,52.6,42.1,71.9,0,0.0,,20.6,10.3,283.5,1019.3,41.5,3.9,204.0,17.7,8,,2015-02-07T06:47:05,2015-02-07T17:48:31,0.0
2015-02-08,64.3,40.9,52.2,41.6,70.0,0,0.0,,21.9,11.4,302.6,1020.3,65.9,3.9,157.3,13.6,7,,2015-02-08T06:46:26,2015-02-08T17:49:16,0.0
2015-02-09,67.9,42.7,54.1,42.1,67.1,0,0.0,,18.8,9.2,248.0,1021.1,30.2,4.0,203.3,17.6,8,,2015-02-09T06:45:45,2015-02-09T17:50:02,0.0
2015-02-10,67.9,40.9,54.1,42.3,68.1,0,0.0,,23.3,11.4,275.0,1020.8,24.8,4.1,219.7,19.0,8,,2015-02-10T06:45:04,2015-02-10T17:50:47,0.0
2015-02-11,66.1,40.9,53.1,42.6,70.5,0,0.0,,18.3,9.2,195.7,1019.4,48.3,3.3,198.7,17.1,8,,2015-02-11T06:44:21,2015-02-11T17:51:31,0.0
2015-02-12,66.1,42.7,53.5,43.0,71.6,0,0.0,,15.2,11.4,208.3,1017.3,57.0,3.4,162.0,14.0,7,,2015-02-12T06:43:37,2015-02-12T17:52:15,0.0
2015-02-13,64.3,46.3,53.7,45.3,75.7,0,0.0,,16.1,15.0,205.5,1015.1,55.4,3.3,152.4,13.0,6,,2015-02-13T06:42:52,2015-02-13T17:52:59,0.0
2015-02-14,62.5,42.7,52.6,44.6,75.6,0,0.0,,15.9,12.8,200.0,1015.0,51.7,2.8,132.3,11.5,5,,2015-02-14T06:42:05,2015-02-14T17:53:42,0.0
2015-02-15,62.5,48.1,54.0,45.4,74.2,0,0.0,,14.5,8.1,180.5,1017.0,76.9,2.6,108.8,9.3,5,,2015-02-15T06:41:18,2015-02-15T17:54:25,0.0
2015-02-16,66.1,48.1,55.0,45.2,71.2,0,0.0,,16.3,9.2,169.2,1020.2,53.3,2.5,186.0,16.0,7,,2015-02-16T06:40:30,2015-02-16T17:55:08,0.0
2015-02-17,67.9,46.3,55.9,45.6,71.2,0,0.0,,13.6,11.4,209.8,1018.1,42.8,3.0,155.3,13.5,6,,2015-02-17T06:39:40,2015-02-17T17:55:50,0.0
2015-02-18,67.9,46.3,55.5,45.6,71.6,0,0.0,,13.2,15.0,132.8,1017.1,61.1,2.9,139.8,12.0,6,,2015-02-18T06:38:50,2015-02-18T17:56:31,0.0
2015-02-19,79.1,44.5,55.3,45.5,72.0,100,4.17,rain,17.4,8.1,251.1,1018.6,39.6,4.4,177.7,15.2,7,,2015-02-19T06:37:58,2015-02-19T17:57:13,10.9
2015-02-20,67.9,44.5,55.9,47.8,76.8,100,4.17,rain,17.0,10.3,240.8,1018.8,27.9,3.2,176.9,15.3,7,,2015-02-20T06:37:06,2015-02-20T17:57:53,0.0
2015-02-21,67.9,48.1,57.0,49.7,78.6,0,0.0,,19.2,8.1,210.0,1017.0,47.0,3.1,170.1,14.6,7,,2015-02-21T06:36:12,2015-02-21T17:58:34,0.0
2015-02-22,71.5,46.3,58.2,50.4,77.9,0,0.0,,15.0,9.2,202.9,1018.3,27.1,3.0,213.0,18.5,8,,2015-02-22T06:35:18,2015-02-22T17:59:14,0.0
2015-02-23,71.5,55.3,61.9,53.7,76.7,100,4.17,rain,18.8,20.1,221.0,1018.8,46.2,2.7,182.9,15.9,7,,2015-02-23T06:34:23,2015-02-23T17:59:53,0.1016
2015-02-24,69.7,55.3,62.4,54.6,76.9,0,0.0,,19.2,8.1,234.5,1018.2,51.7,2.9,179.4,15.4,8,,2015-02-24T06:33:27,2015-02-24T18:00:32,0.0
2015-02-25,69.7,51.7,60.6,54.7,82.2,0,0.0,,18.1,10.3,271.1,1016.5,63.7,2.3,173.7,15.0,6,,2015-02-25T06:32:30,2015-02-25T18:01:11,0.0
2015-02-26,58.9,49.9,53.9,50.9,89.7,100,4.17,rain,23.7,15.0,78.6,1016.7,82.1,2.7,99.7,8.6,5,,2015-02-26T06:31:33,2015-02-26T18:01:50,0.4064
2015-02-27,71.5,44.9,57.9,45.8,68.9,100,4.17,rain,19.5,17.2,277.1,1017.3,49.3,3.9,234.9,20.2,8,,2015-02-27T06:30:35,2015-02-27T18:02:28,1.8
2015-02-28,71.5,44.5,57.0,42.9,64.0,0,0.0,,17.9,9.2,102.0,1019.5,64.5,4.1,191.0,16.6,8,,2015-02-28T06:29:36,2015-02-28T18:03:05,0.0
2015-03-01,72.8,51.7,54.4,48.7,82.0,100,4.17,rain,17.2,13.4,80.2,1022.1,92.9,2.9,43.3,3.8,2,,2015-03-01T06:28:36,2015-03-01T18:03:42,9.7
2015-03-02,63.2,48.6,52.5,49.2,88.7,100,8.33,rain,15.9,13.9,81.2,1021.4,95.9,3.5,41.3,3.5,1,,2015-03-02T06:27:35,2015-03-02T18:04:19,33.5
2015-03-03,64.3,48.1,54.9,49.6,83.6,100,4.17,rain,11.9,8.1,255.9,1016.2,71.0,3.6,109.3,9.5,5,,2015-03-03T06:26:34,2015-03-03T18:04:56,3.9878
2015-03-04,66.1,40.5,53.6,44.9,75.1,100,4.17,rain,21.9,19.7,207.6,1014.2,53.1,4.2,209.3,18.0,8,,2015-03-04T06:25:33,2015-03-04T18:05:32,0.0
2015-03-05,66.1,42.7,54.0,43.8,71.8,0,0.0,,19.9,10.3,268.6,1017.3,28.1,4.7,232.5,20.1,8,,2015-03-05T06:24:31,2015-03-05T18:06:08,0.0
2015-03-06,69.7,42.7,55.7,44.6,70.4,0,0.0,,19.2,10.3,220.1,1018.7,26.0,4.4,243.4,20.9,9,,2015-03-06T06:23:28,2015-03-06T18:06:43,0.0
2015-03-07,77.6,40.7,56.2,46.9,73.7,100,12.5,rain,16.8,9.2,256.4,1017.3,26.6,4.3,238.9,20.4,8,,2015-03-07T06:22:25,2015-03-07T18:07:18,0.0
2015-03-08,71.5,46.3,58.1,48.1,72.3,0,0.0,,19.0,12.8,196.2,1020.4,39.7,3.9,256.2,22.1,9,,2015-03-08T06:21:21,2015-03-08T18:07:53,0.0
2015-03-09,73.3,48.1,59.7,40.6,58.3,0,0.0,,24.4,16.1,291.0,1022.8,25.0,4.4,266.2,23.0,9,,2015-03-09T06:20:17,2015-03-09T18:08:28,0.0
2015-03-10,73.3,42.7,58.6,35.1,51.3,0,0.0,,27.7,15.0,277.0,1021.2,25.0,4.4,281.0,24.2,10,,2015-03-10T06:19:12,2015-03-10T18:09:02,0.0
2015-03-11,76.9,44.5,59.7,42.4,58.2,0,0.0,,19.0,10.3,227.0,1020.7,28.1,4.4,277.6,23.9,9,,2015-03-11T06:18:07,2015-03-11T18:09:36,0.0
2015-03-12,75.1,46.3,61.3,48.7,67.4,0,0.0,,21.3,9.2,237.6,1020.6,40.9,3.9,272.7,23.4,9,,2015-03-12T06:17:02,2015-03-12T18:10:10,0.0
2015-03-13,76.9,49.9,63.0,49.0,64.5,0,0.0,,20.4,11.4,252.5,1018.9,54.3,4.1,236.2,20.3,9,,2015-03-13T06:15:56,2015-03-13T18:10:44,0.0
2015-03-14,75.1,55.3,63.6,48.8,61.4,100,4.17,rain,25.1,11.4,275.4,1020.2,63.2,4.2,229.6,20.0,8,,2015-03-14T06:14:50,2015-03-14T18:11:17,0.0
2015-03-15,69.7,51.7,59.9,48.4,68.2,0,0.0,,20.6,11.4,350.9,1021.9,71.1,4.1,89.9,7.6,4,,2015-03-15T06:13:43,2015-03-15T18:11:50,0.0
2015-03-16,73.3,53.5,61.2,50.2,70.1,100,4.17,rain,18.6,10.3,241.1,1022.5,75.3,4.0,206.1,17.8,8,,2015-03-16T06:12:37,2015-03-16T18:12:23,2.3
2015-03-17,73.3,48.1,60.9,46.1,62.8,0,0.0,,21.9,12.8,290.8,1018.1,25.0,4.5,270.3,23.3,9,,2015-03-17T06:11:30,2015-03-17T18:12:56,0.0
2015-03-18,71.5,49.9,59.1,46.4,65.4,0,0.0,,15.9,22.4,187.8,1015.7,61.7,4.2,203.6,17.5,7,,2015-03-18T06:10:23,2015-03-18T18:13:28,0.0
2015-03-19,71.5,46.3,58.8,43.7,60.0,0,0.0,,20.6,9.2,259.7,1017.9,27.7,4.6,253.2,21.9,9,,2015-03-19T06:09:15,2015-03-19T18:14:00,0.0
2015-03-20,75.1,48.1,61.0,47.7,64.6,0,0.0,,18.6,15.0,187.5,1019.8,32.3,3.9,259.8,22.3,9,,2015-03-20T06:08:08,2015-03-20T18:14:33,0.0
2015-03-21,73.3,51.7,63.2,52.5,70.2,0,0.0,,19.0,11.4,205.9,1020.1,33.3,3.5,251.2,21.9,9,,2015-03-21T06:07:01,2015-03-21T18:15:05,0.0
2015-03-22,76.9,51.7,64.9,52.9,67.9,0,0.0,,16.1,22.4,198.4,1018.2,42.8,3.5,233.7,20.2,9,,2015-03-22T06:05:53,2015-03-22T18:15:37,0.0
2015-03-23,91.7,55.3,65.8,57.0,76.0,100,29.17,rain,14.8,6.9,76.5,1014.7,46.4,3.0,200.8,17.4,7,,2015-03-23T06:04:45,2015-03-23T18:16:08,4.3
2015-03-24,94.7,53.3,66.2,57.6,76.2,100,4.17,rain,14.5,22.4,190.2,1015.3,42.9,3.1,252.4,21.8,8,,2015-03-24T06:03:38,2015-03-24T18:16:40,2.8
2015-03-25,80.5,57.1,67.5,57.8,73.7,100,4.17,rain,15.0,12.8,198.8,1020.9,55.4,2.7,224.0,19.6,8,,2015-03-25T06:02:30,2015-03-25T18:17:12,1.5
2015-03-26,76.9,57.1,64.2,58.2,82.3,100,4.17,rain,14.1,12.8,201.9,1021.8,59.2,2.0,196.7,17.0,7,,2015-03-26T06:01:22,2015-03-26T18:17:43,26.9
2015-03-27,71.5,58.9,62.7,58.3,85.9,100,8.33,rain,19.5,10.3,134.9,1021.4,89.7,1.7,180.1,15.6,6,,2015-03-27T06:00:14,2015-03-27T18:18:15,1.0
2015-03-28,76.9,53.5,65.9,56.1,73.2,100,4.17,rain,15.4,11.4,223.0,1018.8,44.6,3.8,240.1,20.7,8,,2015-03-28T05:59:07,2015-03-28T18:18:46,1.0
2015-03-29,89.7,58.9,66.9,58.8,77.5,100,25.0,rain,15.7,11.4,244.0,1017.2,78.6,3.3,208.6,18.1,8,,2015-03-29T05:57:59,2015-03-29T18:19:17,0.0
2015-03-30,78.5,52.8,59.5,55.6,87.3,100,50.0,rain,17.4,8.1,71.2,1015.6,91.2,3.1,41.2,3.5,2,,2015-03-30T05:56:52,2015-03-30T18:19:49,11.4
2015-03-31,73.5,50.6,61.6,52.2,72.8,100,25.0,rain,17.4,10.3,269.7,1014.3,45.0,4.8,264.5,22.9,9,,2015-03-31T05:55:45,2015-03-31T18:20:20,0.0
2015-04-01,75.1,51.7,63.7,52.1,69.1,0,0.0,,17.7,8.1,255.0,1014.5,40.1,4.5,251.0,21.7,8,,2015-04-01T05:54:37,2015-04-01T18:20:52,0.0
2015-04-02,75.1,55.3,65.5,52.6,65.2,0,0.0,,23.9,12.8,268.6,1011.5,49.2,4.3,232.6,20.1,8,,2015-04-02T05:53:31,2015-04-02T18:21:23,0.0
2015-04-03,76.9,55.3,64.4,53.0,69.7,0,0.0,,25.9,11.4,286.5,1010.6,41.3,4.2,238.1,20.7,9,,2015-04-03T05:52:24,2015-04-03T18:21:54,0.0
2015-04-04,78.7,51.7,61.0,51.1,74.2,100,8.33,rain,29.3,17.2,306.6,1011.3,50.5,3.8,237.4,20.6,9,,2015-04-04T05:51:18,2015-04-04T18:22:26,3.0
2015-04-05,75.1,49.9,61.7,48.8,66.9,100,4.17,rain,19.0,15.0,213.0,1013.0,43.8,4.5,270.0,23.5,9,,2015-04-05T05:50:12,2015-04-05T18:22:57,3.3
2015-04-06,84.8,49.9,63.9,50.2,63.9,0,0.0,,17.9,15.0,199.0,1013.5,28.1,4.2,285.4,24.7,9,,2015-04-06T05:49:06,2015-04-06T18:23:28,0.0
2015-04-07,73.3,53.5,63.9,50.7,64.6,0,0.0,,18.3,10.3,217.8,1016.6,53.5,4.1,256.4,22.0,9,,2015-04-07T05:48:00,2015-04-07T18:24:00,0.0
2015-04-08,91.7,51.7,65.9,47.3,55.7,0,0.0,,23.0,12.8,258.6,1015.8,22.8,4.7,295.1,25.5,10,,2015-04-08T05:46:55,2015-04-08T18:24:32,0.0
2015-04-09,90.8,51.0,65.3,47.9,56.4,0,0.0,,18.3,10.3,226.7,1014.0,25.3,4.5,288.9,25.0,10,,2015-04-09T05:45:50,2015-04-09T18:25:03,0.0
2015-04-10,78.7,53.5,65.9,48.6,56.7,0,0.0,,19.7,13.9,200.1,1015.5,25.0,4.1,289.1,25.0,10,,2015-04-10T05:44:46,2015-04-10T18:25:35,0.0
2015-04-11,93.8,53.5,68.1,49.0,54.7,0,0.0,,21.5,15.0,202.5,1016.8,25.6,3.9,270.7,23.3,9,,2015-04-11T05:43:42,2015-04-11T18:26:07,0.0
2015-04-12,76.9,53.5,64.1,51.1,65.4,100,4.17,rain,19.5,10.3,186.9,1020.7,70.5,3.0,201.3,17.4,7,,2015-04-12T05:42:39,2015-04-12T18:26:39,0.3
2015-04-13,71.7,57.1,59.9,56.3,88.1,100,4.17,rain,16.3,4.7,89.9,1021.3,94.3,3.4,113.8,9.8,6,,2015-04-13T05:41:36,2015-04-13T18:27:11,9.9
2015-04-14,75.1,55.3,63.6,55.8,78.0,0,0.0,,15.2,4.7,174.7,1020.4,80.0,3.1,179.6,15.6,8,,2015-04-14T05:40:34,2015-04-14T18:27:43,0.0
2015-04-15,87.9,57.1,64.3,57.0,78.8,100,4.17,rain,19.9,9.2,227.2,1020.2,85.4,3.5,178.6,15.6,8,,2015-04-15T05:39:32,2015-04-15T18:28:15,1.0
2015-04-16,75.1,55.3,63.8,55.1,75.4,0,0.0,,17.2,11.4,174.6,1021.3,73.3,3.6,273.3,23.7,10,,2015-04-16T05:38:31,2015-04-16T18:28:48,0.0
2015-04-17,71.5,55.3,61.2,55.4,82.2,0,0.0,,15.7,11.4,128.1,1016.4,72.6,3.5,221.7,19.2,9,,2015-04-17T05:37:30,2015-04-17T18:29:20,0.0
2015-04-18,71.5,55.3,64.1,56.1,77.1,100,8.33,rain,21.9,10.3,217.5,1011.6,68.5,4.0,200.1,17.1,8,,2015-04-18T05:36:30,2015-04-18T18:29:53,10.2
2015-04-19,78.7,55.3,67.2,58.7,76.1,0,0.0,,17.4,11.4,222.0,1014.1,40.7,3.8,231.6,20.0,8,,2015-04-19T05:35:30,2015-04-19T18:30:25,0.0
2015-04-20,78.7,62.5,70.1,62.0,76.3,100,4.17,rain,20.1,15.0,211.4,1016.6,48.8,3.8,247.7,21.4,8,,2015-04-20T05:34:32,2015-04-20T18:30:58,0.0
2015-04-21,82.3,62.5,70.5,59.8,71.6,0,0.0,,27.7,13.9,315.1,1013.9,59.5,3.9,249.4,21.8,8,,2015-04-21T05:33:34,2015-04-21T18:31:31,0.0
2015-04-22,78.7,57.1,66.6,56.1,71.2,100,4.17,rain,31.1,19.7,243.6,1011.9,47.4,3.9,233.7,20.2,8,,2015-04-22T05:32:36,2015-04-22T18:32:05,3.3
2015-04-23,90.8,53.5,68.3,52.6,61.4,0,0.0,,17.9,15.0,217.0,1013.9,30.0,4.3,276.8,24.0,9,,2015-04-23T05:31:40,2015-04-23T18:32:38,0.0
2015-04-24,76.9,57.1,65.2,54.0,68.1,0,0.0,,17.9,11.4,137.8,1016.5,54.4,4.0,272.6,23.5,9,,2015-04-24T05:30:44,2015-04-24T18:33:11,0.0
2015-04-25,67.9,56.6,60.4,53.2,77.8,100,54.17,rain,19.7,13.9,122.9,1016.4,89.8,4.6,167.0,14.5,7,,2015-04-25T05:29:49,2015-04-25T18:33:45,9.296399999999998
2015-04-26,73.3,55.5,61.7,54.9,80.0,100,58.33,rain,16.6,13.9,180.3,1016.5,91.1,4.8,187.8,16.2,7,,2015-04-26T05:28:55,2015-04-26T18:34:19,8.5852
2015-04-27,75.1,53.9,64.1,57.3,76.9,100,4.17,rain,14.8,6.9,92.5,1017.6,51.5,5.2,206.0,17.8,7,,2015-04-27T05:28:01,2015-04-27T18:34:52,4.3
2015-04-28,69.7,57.1,62.2,56.6,82.4,100,4.17,rain,19.0,10.3,124.2,1016.1,73.7,4.2,202.2,17.4,7,,2015-04-28T05:27:09,2015-04-28T18:35:26,3.0
2015-04-29,71.5,53.5,62.0,55.6,80.6,100,4.17,rain,15.4,13.9,145.3,1015.1,66.9,4.4,188.4,16.3,6,,2015-04-29T05:26:17,2015-04-29T18:36:01,0.0
2015-04-30,71.5,54.9,64.2,58.0,81.2,100,4.17,rain,15.9,5.8,170.1,1015.8,70.5,4.2,245.0,21.3,8,,2015-04-30T05:25:26,2015-04-30T18:36:35,8.6
2015-05-01,82.3,57.1,68.7,58.2,72.5,100,4.17,rain,19.0,11.4,276.3,1014.8,36.0,4.6,249.9,21.6,9,,2015-05-01T05:24:37,2015-05-01T18:37:09,0.9906
2015-05-02,80.5,57.6,69.2,57.5,68.8,0,0.0,,28.9,15.0,269.8,1014.7,38.9,4.8,278.5,24.2,8,,2015-05-02T05:23:48,2015-05-02T18:37:43,0.0
2015-05-03,82.3,55.3,69.0,52.5,58.5,0,0.0,,16.6,11.4,256.4,1015.5,25.0,5.3,296.2,25.4,9,,2015-05-03T05:23:00,2015-05-03T18:38:18,0.0
2015-05-04,82.3,55.3,70.2,50.4,53.4,0,0.0,,19.2,13.9,260.1,1016.2,26.1,5.3,306.6,26.3,10,,2015-05-04T05:22:13,2015-05-04T18:38:53,0.0
2015-05-05,84.1,57.1,70.4,51.2,54.2,0,0.0,,19.5,8.1,264.2,1015.3,35.5,5.3,311.5,26.8,10,,2015-05-05T05:21:27,2015-05-05T18:39:27,0.0
2015-05-06,84.1,58.9,71.8,53.1,55.0,0,0.0,,19.9,9.2,282.4,1013.8,36.6,4.9,287.9,25.0,10,,2015-05-06T05:20:42,2015-05-06T18:40:02,0.0
2015-05-07,82.3,62.5,71.1,60.8,71.4,0,0.0,,19.5,13.9,161.2,1014.8,61.6,3.6,268.3,23.1,9,,2015-05-07T05:19:58,2015-05-07T18:40:37,0.0
2015-05-08,78.7,62.5,70.8,62.4,75.8,0,0.0,,16.3,13.9,202.5,1014.1,74.3,3.2,276.7,23.9,9,,2015-05-08T05:19:16,2015-05-08T18:41:12,0.0
2015-05-09,78.7,64.3,70.2,64.3,82.0,100,4.17,rain,14.1,8.1,184.3,1013.3,75.6,3.4,184.1,16.0,8,,2015-05-09T05:18:34,2015-05-09T18:41:47,0.508
2015-05-10,80.5,62.5,70.8,63.6,79.7,100,4.17,rain,15.7,16.1,199.7,1013.5,67.4,3.5,224.2,19.3,8,,2015-05-10T05:17:54,2015-05-10T18:42:22,5.1
2015-05-11,84.1,58.4,71.7,62.5,75.0,100,4.17,rain,19.5,15.0,175.4,1015.4,60.8,4.2,257.5,22.0,9,,2015-05-11T05:17:14,2015-05-11T18:42:56,11.4
2015-05-12,82.3,60.7,70.5,60.4,73.0,100,4.17,rain,24.8,8.1,257.9,1015.0,57.2,4.7,281.0,24.5,9,,2015-05-12T05:16:36,2015-05-12T18:43:31,17.0
2015-05-13,95.1,64.3,73.4,63.2,72.1,100,4.17,rain,16.3,12.8,212.1,1014.1,44.3,4.9,238.5,20.5,9,,2015-05-13T05:15:59,2015-05-13T18:44:06,0.0
2015-05-14,92.9,64.3,76.2,61.6,63.9,100,4.17,rain,19.9,12.8,293.9,1015.1,45.5,4.8,270.6,23.5,8,,2015-05-14T05:15:23,2015-05-14T18:44:41,0.0
2015-05-15,82.3,67.9,75.0,60.3,62.6,0,0.0,,19.2,10.3,300.3,1014.9,74.7,4.1,231.7,20.0,8,,2015-05-15T05:14:48,2015-05-15T18:45:16,0.0
2015-05-16,82.3,64.3,70.1,60.1,71.7,100,4.17,rain,18.3,9.2,169.1,1014.3,76.4,4.1,260.4,22.4,9,,2015-05-16T05:14:15,2015-05-16T18:45:50,2.0
2015-05-17,80.5,62.5,71.7,60.0,69.0,100,4.17,rain,15.0,11.4,165.8,1012.3,63.6,4.5,269.0,23.2,9,,2015-05-17T05:13:43,2015-05-17T18:46:25,0.0
